Date,Type,Unscheduled,Year,Month,Day,Date-Number,ET Time,
1/31/2018,FOMC,0,,,,,,
2/2/2018,Emp,0,,,,,,
2/15/2018,PPI,0,,,,,,
3/9/2018,Emp,0,,,,,,
3/14/2018,PPI,0,,,,,,
3/21/2018,FOMC,0,,,,,,
4/6/2018,Emp,0,,,,,,
4/10/2018,PPI,0,,,,,,
5/2/2018,FOMC,0,,,,,,
5/4/2018,Emp,0,,,,,,
5/9/2018,PPI,0,,,,,,
6/1/2018,Emp,0,,,,,,
6/13/2018,PPI,0,,,,,,
6/13/2018,FOMC,0,,,,,,
7/6/2018,Emp,0,,,,,,
7/11/2018,PPI,0,,,,,,
8/1/2018,FOMC,0,,,,,,
8/3/2018,Emp,0,,,,,,
8/9/2018,PPI,0,,,,,,
9/7/2018,Emp,0,,,,,,
9/12/2018,PPI,0,,,,,,
9/26/2018,FOMC,0,,,,,,
10/5/2018,Emp,0,,,,,,
10/10/2018,PPI,0,,,,,,
11/2/2018,Emp,0,,,,,,
11/8/2018,FOMC,0,,,,,,
11/9/2018,PPI,0,,,,,,
12/7/2018,Emp,0,,,,,,
12/11/2018,PPI,0,,,,,,
12/19/2018,FOMC,0,,,,,,
1/4/2019,Emp,0,,,,,,
1/15/2019,PPI,0,,,,,,
1/30/2019,FOMC,0,,,,,,
2/1/2019,Emp,0,,,,,,
2/14/2019,PPI,0,,,,,,
3/8/2019,Emp,0,,,,,,
3/13/2019,PPI,0,,,,,,
3/20/2019,FOMC,0,,,,,,
4/5/2019,Emp,0,,,,,,
4/11/2019,PPI,0,,,,,,
5/1/2019,FOMC,0,,,,,,
5/3/2019,Emp,0,,,,,,
5/9/2019,PPI,0,,,,,,
6/7/2019,Emp,0,,,,,,
6/11/2019,PPI,0,,,,,,
6/19/2019,FOMC,0,,,,,,
7/5/2019,Emp,0,,,,,,
7/12/2019,PPI,0,,,,,,
7/31/2019,FOMC,0,,,,,,
8/2/2019,Emp,0,,,,,,
8/9/2019,PPI,0,,,,,,
9/6/2019,Emp,0,,,,,,
9/11/2019,PPI,0,,,,,,
9/18/2019,FOMC,0,,,,,,
10/4/2019,Emp,0,,,,,,
10/4/2019,FOMC,1,,,,,,
10/8/2019,PPI,0,,,,,,
10/30/2019,FOMC,0,,,,,,
11/1/2019,Emp,0,,,,,,
11/14/2019,PPI,0,,,,,,
12/6/2019,Emp,0,,,,,,
12/11/2019,FOMC,0,,,,,,
12/12/2019,PPI,0,,,,,,
1/10/2020,Emp,0,,,,,,
1/15/2020,PPI,0,,,,,,
